,Search String,Title,Media,Link,Date,Search Engine
1535,Jio and Phone,"Jio Phone Prima 4G Launched With WhatsApp, YouTube, 23 Language Support, And A Lot More For Rs 2,599",India.Com,/url?q=https://www.india.com/technology/jio-phone-prima-4g-launched-with-whatsapp-youtube-reliance-jio-indian-mobile-congress-2023-kaios-android-ios-6459537/&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgJEAI&usg=AOvVaw188ocOvIvEE0jZd605mvMx,2024-01-29 12:55:38.360290,Google
1536,Jio and Phone,RIL launches Internet enabled feature phone at Rs 999,The Economic Times,/url?q=https://m.economictimes.com/industry/cons-products/electronics/ril-launches-internet-enabled-feature-phone-at-rs-999/articleshow/101461649.cms&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgAEAI&usg=AOvVaw0xfyzaNoxgVfTiXmRPNL6_,2024-01-29 10:57:38.360290,Google
1537,Jio and Phone,Jio Bharat 4G phones launched in India at Rs 999: 5 things to know,India Today,/url?q=https://www.indiatoday.in/technology/news/story/jio-bharat-4g-phones-launched-india-rs-999-5-things-to-know-2401548-2023-07-04&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgHEAI&usg=AOvVaw190eP0aFWq7OpY50ojqYGL,2024-01-27 12:57:38.360290,Google
1538,Jio and Phone,Jio Bharat 4G phone is here: A recap of six years since the first JioPhone,Zee Business,/url?q=https://www.zeebiz.com/technology/news-jio-bharat-4g-phone-launch-jiophone-next-jiophone-1-reliance-jiophone-launches-so-far-jio-data-plans-stst-243226&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgEEAI&usg=AOvVaw2m6cGic1aSM259ztQDmboi,2023-11-29 12:57:38.360290,Google
1539,Jio and Phone,"New Jio phone may garner 100 million users, says BoFA Securities",The Economic Times,/url?q=https://m.economictimes.com/industry/telecom/new-jio-phone-may-garner-100-million-users-says-bofa-securities/articleshow/102148776.cms&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgDEAI&usg=AOvVaw1VVQJgNlM879X0SvvowDnW,2022-01-29 12:57:38.360290,Google
1540,Jio and Phone,JioPhone Prima 4G VoLTE feature phone launched for Rs. 2599,FoneArena.com,/url?q=https://www.fonearena.com/blog/410147/jiophone-prima-price-specifications.html&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgCEAI&usg=AOvVaw2Gt8aY-tx1LvOEDvez5uqs,2024-01-29 12:53:38.360290,Google
1541,Jio and Phone,"Jio's 4G keypad smartphone goes on sale for ₹2,599",CNBC TV18,/url?q=https://www.cnbctv18.com/technology/jiophone-prima-jio-4g-keypad-smartphone-goes-on-sale-features-price-18274411.htm&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgIEAI&usg=AOvVaw2ctj8Peh9bcuk1IMi-DNS5,2024-01-29 08:57:38.360290,Google
1542,Jio and Phone,Jio: The Indian Feature Phone Disruptor,Statista,/url?q=https://www.statista.com/chart/30338/feature-phone-shipments-by-vendor-india/&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgBEAI&usg=AOvVaw1ovSwYLaTvvQTSKAaGIa38,2024-01-25 12:57:38.360290,Google
1543,Jio and Phone,"JioPhone Prima 4G sale starts in India: price, availability, specifications",91 Mobiles,/url?q=https://www.91mobiles.com/hub/jiophone-prima-4g-sale-starts-india-price-specs/&sa=U&ved=2ahUKEwj454z-h4KEAxV_Q7gEHcHPCNE4HhDF9AF6BAgGEAI&usg=AOvVaw2-9bUK_7P3gvlRYdPYeQIG,2023-09-29 12:57:38.360290,Google
1544,Jio and Phone,Analysts see market share gain for Jio post Bharat phone launch; lower probability of tariff hike in near-,The Economic Times,/url?q=https://m.economictimes.com/industry/telecom/analysts-see-market-share-gain-for-jio-post-bharat-phone-launch-lower-probability-of-tariff-hike-in-near-term/articleshow/101493414.cms&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgCEAI&usg=AOvVaw0rNZLChGH_mZFhVjI8swWz,2020-01-29 12:57:38.360290,Google
1545,Jio and Phone,Reliance Jio phone push may delay tariff hike: Analysts,The Economic Times,/url?q=https://m.economictimes.com/industry/telecom/telecom-news/reliance-jio-phone-push-may-delay-tariff-hike-analysts/articleshow/102088722.cms&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgJEAI&usg=AOvVaw0aoo42Dq7xhWgzoJQ-1tzo,2024-01-29 12:53:38.360290,Google
1546,Jio and Phone,Reliance Jio's 4G Smartphone JioPhone Prima Goes For Sale Today,BW Businessworld,/url?q=https://www.businessworld.in/article/Reliance-Jio-s-4G-Smartphone-JioPhone-Prima-Goes-For-Sale-Today-/08-11-2023-498117&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgDEAI&usg=AOvVaw15pELF3uZuyanUDrPXULSa,2024-01-29 08:57:38.360290,Google
1547,Jio and Phone,Jio launches Jio Bharat 4G phone at Rs 999 to drive ‘2G-mukt' India,ET Telecom,/url?q=https://telecom.economictimes.indiatimes.com/news/devices/jio-launches-jio-bharat-4g-phone-at-rs-999-to-drive-2g-mukt-bharat/101461407&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgBEAI&usg=AOvVaw15dYe2xXX402en-groZnLm,2024-01-25 12:57:38.360290,Google
1548,Jio and Phone,Reliance Reveals JioPhone Prima 4G Feature Phone Following Jio Bharat,Startup Story,/url?q=https://startupstorymedia.com/insights-reliance-reveals-jiophone-prima-4g-feature-phone-following-jio-bharat/&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgEEAI&usg=AOvVaw2zvswtrgz_8w54OUWi201G,2023-09-29 12:57:38.360290,Google
1549,Jio and Phone,"JioPhone Prima 4G feature phone launched in India: price, specifications",91 Mobiles,/url?q=https://www.91mobiles.com/hub/jiophone-prima-4g-feature-phone-launched-india-price-specs/&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgAEAI&usg=AOvVaw35iWc5DHgBXe6gVe8gj-la,2020-01-29 12:57:38.360290,Google
1550,Jio and Phone,"Akash Ambani’s new JioPhone with YouTube, WhatsApp, and more goes on sale ahead of Diwali, priced at Rs",DNA India,/url?q=https://www.dnaindia.com/technology/report-akash-ambani-s-new-jio-phone-with-youtube-whatsapp-and-more-goes-on-sale-ahead-of-diwali-priced-at-rs-2599-3067645&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgFEAI&usg=AOvVaw3swu4XfJtzG22kmmHdgqVq,2024-01-29 12:53:38.360290,Google
1551,Jio and Phone,"JioPhone Prima 4G feature phone with WhatsApp, UPI support goes on sale for Rs 2,599: Full details",The Financial Express,/url?q=https://www.financialexpress.com/life/technology-jiophone-prima-4g-feature-phone-with-whatsapp-upi-support-goes-on-sale-for-rs-2599-full-details-3300697/&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgHEAI&usg=AOvVaw1uLYttaGGZvSvTPUto46uU,2024-01-29 08:57:38.360290,Google
1552,Jio and Phone,"JioBharat B1 4G phone with UPI payments support launched for Rs 1,299",The Indian Express,/url?q=https://indianexpress.com/article/technology/mobile-tabs/reliance-jiobharat-4g-b1-features-price-specs-8983760/&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgGEAI&usg=AOvVaw1qgzcztmj4XeynMsJpAUgK,2024-01-25 12:57:38.360290,Google
1553,Jio and Phone,Reliance Jio's New 'JioPhone Prima' Launched At Rs. 2599 | Technology News Today,Telangana Today,/url?q=https://telanganatoday.com/reliance-jios-new-jiophone-prima-launched-at-rs-2599-technology-news-today&sa=U&ved=2ahUKEwjOwM3-h4KEAxXYppUCHayCDSM4KBDF9AF6BAgIEAI&usg=AOvVaw2CMPlF16KuCxHFio7orNEJ,2023-09-29 12:57:38.360290,Google
1554,Jio and Phone,"JioPhone 5G may launch this month: Launch date, price, specs and other expected details",India Today,/url?q=https://www.indiatoday.in/technology/news/story/jiophone-5g-may-launch-this-month-launch-date-price-specs-and-other-expected-details-2417486-2023-08-07&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgGEAI&usg=AOvVaw0CbH8GnbZnAXqI9Y96wldN,2020-01-29 12:57:38.360290,Google
1555,Jio and Phone,"Live Chennai: Sensational launch of Jio Phone Prima 4G mobile phone with WhatsApp, YouTube etc for Rs 2599 ...",LiveChennai,/url?q=https://www.livechennai.com/detailnews.asp%3Fcatid%3D%26newsid%3D69050&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgJEAI&usg=AOvVaw0PRIKxD7CZBOoRZ95N3eos,2024-01-29 12:55:38.360290,Google
1556,Jio and Phone,JioPhone Data Add-On Vouchers Listed and Explained,TelecomTalk,/url?q=https://telecomtalk.info/jiophone-data-add-on-vouchers-listed-and-explained/894575/&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgFEAI&usg=AOvVaw3DQthqu5oDRm_N1PXHEQsn,2024-01-29 10:57:38.360290,Google
1557,Jio and Phone,"Jio Bharat plans announced, price starts at ₹123 | Mint",Mint,/url?q=https://www.livemint.com/technology/tech-news/jio-bharat-plans-announced-price-starts-at-rs-123-11688388868463.html&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgEEAI&usg=AOvVaw0XFmvQ7vh83wFF7tTMpqOe,2024-01-27 12:57:38.360290,Google
1558,Jio and Phone,"Revenue from Jio Bharat order will be Rs 1,600-1,800 crore by March 2024, says Dixon Technologies",CNBC TV18,/url?q=https://www.cnbctv18.com/business/dixon-technologies-20-million-jio-bharat-phone-expects-revenue-1800-crore-by-march-2024-xiaomi-jio-laptops-17748691.htm&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgHEAI&usg=AOvVaw3W3Vz1dzNrHUanVimNHpZ0,2023-11-29 12:57:38.360290,Google
1559,Jio and Phone,"Gadgets Weekly: LG WashTower, JioPhone Prima 4G and more",Deccan Herald,/url?q=https://www.deccanherald.com/technology/gadgets/gadgets-weekly-lg-washtower-jiophone-prima-4g-and-more-2765766&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgAEAI&usg=AOvVaw0GgcgXbhF2SX8jfxlZALJK,2022-01-29 12:57:38.360290,Google
1560,Jio and Phone,JioPhone Prima 4G: Everything to Know,TelecomTalk,/url?q=https://telecomtalk.info/jiophone-prima-4g-everything-to-know/894567/&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgCEAI&usg=AOvVaw2mM38uShKF7K-Cqb9TVbNR,2024-01-29 12:46:38.360290,Google
1561,Jio and Phone,JIO PHONE PRIMA 4G Price !!!,India Herald,/url?q=https://www.indiaherald.com/Technology/Read/994647267/JIO-PHONE-PRIMA-G-Price-&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgDEAI&usg=AOvVaw0xv2ppRxDPCyx47MpZ3pLa,2024-01-29 01:57:38.360290,Google
1562,Jio and Phone,Jio launches Jio Bharat 4G phone at Rs 999 to make India '2G-mukt',Business Standard,/url?q=https://www.business-standard.com/companies/news/2g-mukt-jio-launches-internet-enabled-jiobharat-phone-at-rs-999-123070300934_1.html&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgIEAI&usg=AOvVaw2lFm-3qPwfUfWDUjr8q9Xu,2024-01-18 12:57:38.360290,Google
1563,Jio and Phone,Jio Bharat phone sale in India to start July 7: Look back at every Jio phone ever launched,The Financial Express,/url?q=https://www.financialexpress.com/life/technology-jio-bharat-phone-sale-in-india-to-start-july-7-look-back-at-every-jio-phone-ever-launched-3157078/&sa=U&ved=2ahUKEwiThoz_h4KEAxXjqZUCHWNGBDU4MhDF9AF6BAgBEAI&usg=AOvVaw2sZ3VJLc0-DcuWGr3YzRtW,2023-02-28 12:57:38.360290,Google
1564,Jio and Lawsuits,"OnePlus, Reliance Jio to set up new 5G innovation lab",Deccan Herald,/url?q=https://www.deccanherald.com/technology/oneplus-reliance-jio-to-set-up-new-5g-innovation-lab-2864693&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQICBAC&usg=AOvVaw3GqxKay7fKauQ8Wd0xYYh5,2013-01-29 12:57:38.360290,Google
1565,Jio and Lawsuits,"Airtel, Jio say no killer use cases of 5G yet in India",ET Telecom,/url?q=https://telecom.economictimes.indiatimes.com/news/industry/airtel-jio-say-no-killer-use-cases-of-5g-yet-in-india/100336309&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQICRAC&usg=AOvVaw1FkxbBalBqEQWvaiP66FIv,2024-01-29 12:50:38.360290,Google
1566,Jio and Lawsuits,Jio aims to deploy private network for Tesla's future plant: Report,RCR Wireless News,/url?q=https://www.rcrwireless.com/20230526/private-5g/jio-aims-deploy-private-network-tesla-future-plant-report&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIABAC&usg=AOvVaw24goDcUIILZ6A_uR4zQ2h3,2024-01-29 05:57:38.360290,Google
1567,Jio and Lawsuits,TRAI asks Jio and Airtel to take consent before sending promotional calls and messages or pay fine,India Today,/url?q=https://www.indiatoday.in/technology/news/story/new-trai-guidelines-mean-less-promotional-calls-and-messages-for-you-what-this-means-for-you-2460832-2023-11-09&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIAxAC&usg=AOvVaw1m8gbMZMEB9hKqpbHfssov,2024-01-22 12:57:38.360290,Google
1568,Jio and Lawsuits,"Airtel, Jio, and Vi Want OTT Platforms, including Gaming Services, to Pay a 'Fair Share'",IGN India,/url?q=https://in.ign.com/policy/193411/news/airtel-jio-and-vi-want-ott-platforms-including-gaming-services-to-pay-a-fair-share&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIAhAC&usg=AOvVaw3jm0BX2moY7bwGTjbwBkyd,2023-06-29 12:57:38.360290,Google
1569,Jio and Lawsuits,Google agrees to settle $5 billion consumer privacy lawsuit,The Times of India,/url?q=https://m.timesofindia.com/business/international-business/google-agrees-to-settle-5-billion-consumer-privacy-lawsuit/articleshow/106384750.cms&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIBhAC&usg=AOvVaw3ptqA_rTrcIHClwbwe6XzP,2017-01-29 12:57:38.360290,Google
1570,Jio and Lawsuits,Reliance Jio announces India's first satellite-based internet service,Deccan Herald,/url?q=https://www.deccanherald.com/technology/gadgets/reliance-jio-announces-jiospacefiber-satellite-based-internet-service-2744474&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIBxAC&usg=AOvVaw3IhezxggGwG8KdYjVzWXrJ,2024-01-29 12:54:38.360290,Google
1571,Jio and Lawsuits,"Why Airtel, Reliance Jio and Vodafone have raised national security concerns over these messages from Ama",Times of India,/url?q=https://timesofindia.indiatimes.com/gadgets-news/why-airtel-reliance-jio-and-vodafone-have-raised-national-security-concerns-over-these-messages-from-amazon-microsoft-others/articleshow/104955720.cms&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIBRAC&usg=AOvVaw2Vk5lfvSM-zM1KaamPx4cA,2024-01-29 09:57:38.360290,Google
1572,Jio and Lawsuits,US: Vermont settles assisted suicide lawsuit,The Economic Times,/url?q=https://m.economictimes.com/news/international/us/us-vermont-settles-assisted-suicide-lawsuit/videoshow/98636860.cms&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIARAC&usg=AOvVaw3kZVY3HgMv7AjTeVChT-E3,2024-01-26 12:57:38.360290,Google
1573,Jio and Lawsuits,Target seeks to toss shareholder lawsuit over Pride backlash,The Times of India,/url?q=https://m.timesofindia.com/business/international-business/target-seeks-to-toss-shareholder-lawsuit-over-pride-backlash/articleshow/105076683.cms&sa=U&ved=2ahUKEwiSmcz_h4KEAxXVlZUCHdBbCqcQxfQBegQIBBAC&usg=AOvVaw0s28RjFwiKmC2kmocWCwvy,2023-10-29 12:57:38.360290,Google
1574,Jio and Lawsuits,Reliance in talks with head hunters to find CEO for Jio's Insurance biz,Business Standard,/url?q=https://www.business-standard.com/companies/news/reliance-in-talks-with-head-hunters-to-find-ceo-for-jio-insurance-123083000276_1.html&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgCEAI&usg=AOvVaw2m6JDbp1Df8E2U9e_Qkhg-,2021-01-29 12:57:38.360290,Google
1575,Jio and Lawsuits,Airtel's complaint to TRAI about Reliance Jio: Minister of state for communications reply in Rajya Sabha,Times of India,/url?q=https://timesofindia.indiatimes.com/gadgets-news/airtels-complaint-to-trai-about-reliance-jio-minister-of-state-for-communications-reply-in-rajya-sabha/articleshow/102088543.cms&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgJEAI&usg=AOvVaw2vqGrAujqv7OxVZ_6lglJ_,2024-01-29 12:56:38.360290,Google
1576,Jio and Lawsuits,Zoom may take legal action against JioMeet for copying UI,India Today,/url?q=https://www.indiatoday.in/technology/news/story/zoom-may-take-legal-action-against-jiomeet-for-copying-ui-1698620-2020-07-09&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgAEAI&usg=AOvVaw22axdm-yy152qNadmCE5KO,2024-01-29 11:57:38.360290,Google
1577,Jio and Lawsuits,Reliance JioCinema signs up Pokemon in kids entertainment push: Report,Business Standard,/url?q=https://www.business-standard.com/companies/news/reliance-jiocinema-signs-up-pokemon-in-kids-entertainment-push-report-123111600184_1.html&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgGEAI&usg=AOvVaw1D9esPMCL8SJ8x3eqFJMSF,2024-01-28 12:57:38.360290,Google
1578,Jio and Lawsuits,Priyanka Chopra Jonas on her way to India to attend Jio MAMI Mumbai International Film Festival,Deccan Herald,/url?q=https://www.deccanherald.com/entertainment/priyanka-chopra-jonas-on-her-way-to-india-to-attend-jio-mami-mumbai-international-film-festival-2742495&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgFEAI&usg=AOvVaw2H7DGb4UCnO3c8gXMmly6k,2023-12-29 12:57:38.360290,Google
1579,Jio and Lawsuits,BNP Paribas sued in France over fossil-fuel financing,ET Auto,/url?q=https://auto.economictimes.indiatimes.com/news/industry/bnp-paribas-sued-in-france-over-fossil-fuel-financing/98174537&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgEEAI&usg=AOvVaw3ZG05lXbPVZiqjnPW8Z9Oz,2023-01-29 12:57:38.360290,Google
1580,Jio and Lawsuits,"Reliance Jio issues a stern warning for cyber fraud, here's how to avoid online scams",India Today,/url?q=https://www.indiatoday.in/technology/features/story/reliance-jio-issues-a-stern-warning-for-cyber-fraud-here-is-to-avoid-online-scams-1896743-2022-01-06&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgDEAI&usg=AOvVaw20awFbTeB8uTd5i4ZJBPNf,2024-01-29 12:51:38.360290,Google
1581,Jio and Lawsuits,Airtel launches 5G-powered 'Xstream AirFiber' home Wi-Fi service in India,Deccan Herald,/url?q=https://www.deccanherald.com/technology/gadgets/airtel-launches-5g-powered-xstream-airfiber-home-wi-fi-service-in-india-2638221&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgIEAI&usg=AOvVaw1InVTsXpItrxFipAi6sVU5,2024-01-29 06:57:38.360290,Google
1582,Jio and Lawsuits,Reliance Jio posts smallest profit rise in seven quarters,Deccan Herald,/url?q=https://www.deccanherald.com/business/companies/reliance-jio-posts-smallest-profit-rise-in-seven-quarters-2745015&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgBEAI&usg=AOvVaw3HT5UkJipe3wdem_Qx55er,2024-01-23 12:57:38.360290,Google
1583,Jio and Lawsuits,Reliance to launch Jio AirFiber on September 19 | What is it?,Deccan Herald,/url?q=https://www.deccanherald.com/technology/reliance-to-launch-jio-airfiber-on-september-19-what-is-it-2663986&sa=U&ved=2ahUKEwin6oqAiIKEAxWvrJUCHa87AeY4ChDF9AF6BAgHEAI&usg=AOvVaw1oEayoNVk6Bxn7wI-2Kc3p,2023-07-29 12:57:38.360290,Google
1584,Jio and Lawsuits,Reliance to launch Jio AirFiber on September 19 | What is it?,Deccan Herald,/url?q=https://www.deccanherald.com/technology/reliance-to-launch-jio-airfiber-on-september-19-what-is-it-2663986&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgAEAI&usg=AOvVaw0jDFBVhCNCLRkARt9OQ32Y,2018-01-29 12:57:38.360290,Google
1585,Jio and Lawsuits,"Jio acquires 100% stake in Reliance Infratel for about Rs 3,720 cr",Deccan Herald,/url?q=https://www.deccanherald.com/business/jio-acquires-100-stake-in-reliance-infratel-for-about-rs-3720-cr-1174152.html&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgJEAI&usg=AOvVaw3Sc1OHyg8AbYZGb-e2V82r,2024-01-29 12:55:38.360290,Google
1586,Jio and Lawsuits,Jio adds 31.6 lakh mobile subscribers in Oct; VIL loses 20.4 lakh: TRAI data,Deccan Herald,/url?q=https://www.deccanherald.com/business/companies/jio-adds-316-lakh-mobile-subscribers-in-oct-vil-loses-204-lakh-trai-data-2835096&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgEEAI&usg=AOvVaw0n9kyg4rJyrqvkghBGN9dr,2024-01-29 10:57:38.360290,Google
1587,Jio and Lawsuits,JioCinema chokes in its maiden stream of FIFA World Cup 2022 | Today’s Cache,The Hindu,/url?q=https://www.thehindu.com/sci-tech/technology/jiocinema-chokes-in-its-maiden-stream-of-fifa-world-cup-2022/article66163923.ece&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgHEAI&usg=AOvVaw2E1_lzRbcFQyJZ9TamvO11,2024-01-27 12:57:38.360290,Google
1588,Jio and Lawsuits,Prince Harry wins phone hacking lawsuit against the publisher of the Daily Mirror,The Economic Times,/url?q=https://m.economictimes.com/news/international/world-news/prince-harry-wins-phone-hacking-lawsuit-against-the-publisher-of-the-daily-mirror/videoshow/106032371.cms&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgFEAI&usg=AOvVaw2PfFYv549mSa9as-9aSh91,2023-11-29 12:57:38.360290,Google
1589,Jio and Lawsuits,Billionaire Ambani's Reliance Jio renews rural India push with $12 4G phone,Reuters,/url?q=https://www.reuters.com/business/media-telecom/reliance-jio-launch-12-internet-phones-india-2023-07-03/&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgDEAI&usg=AOvVaw0Iq4OEZeVWz5ldcr6fJ7wq,2022-01-29 12:57:38.360290,Google
1590,Jio and Lawsuits,Reliance Jio launches Twitch-like 'JioGamesWatch' service,Deccan Herald,/url?q=https://www.deccanherald.com/technology/reliance-jio-launches-twitch-like-jiogameswatch-service-1134327.html&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgIEAI&usg=AOvVaw3iP7Y5-l2-02vj6rIZkuX5,2024-01-29 12:53:38.360290,Google
1591,Jio and Lawsuits,JioMart Express stops services; Reliance Retail to vie for a slice of beauty ecommerce,The Economic Times,/url?q=https://m.economictimes.com/tech/newsletters/morning-dispatch/jiomart-express-stops-services-reliance-retail-to-vie-for-a-slice-of-beauty-ecommerce/articleshow/97932869.cms&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgCEAI&usg=AOvVaw3Dbz0x35zZ9TZILhqP6R-Y,2024-01-29 08:57:38.360290,Google
1592,Jio and Lawsuits,Juhi Chawla 5G Lawsuit Dismissed by Delhi High Court,IGN India,/url?q=https://in.ign.com/reliance-jio/159775/news/juhi-chawla-5g-lawsuit-dismissed-cloud-gaming-india&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgBEAI&usg=AOvVaw38YpkB7OeSwN5rfOJj8PG_,2024-01-25 12:57:38.360290,Google
1593,Jio and Lawsuits,"Dhoni files lawsuit against former business partners, alleges Rs 15 crore fraud",The Economic Times,/url?q=https://m.economictimes.com/news/sports/dhoni-files-lawsuit-against-former-business-partners-alleges-rs-15-crore-fraud/videoshow/106592495.cms&sa=U&ved=2ahUKEwj3tcmAiIKEAxWBpZUCHRuOACo4FBDF9AF6BAgGEAI&usg=AOvVaw29hdBQ8bRjtCQR_UsErg6W,2023-09-29 12:57:38.360290,Google
1594,Jio and Lawsuits,Supreme Court directs Reliance Jio to pay Rs 70 crore to Tata Communications in 2 weeks,India Today,/url?q=https://www.indiatoday.in/india/story/supreme-court-directs-reliance-jio-pay-rs-70-crore-tata-communications-2-weeks-1982606-2022-08-01&sa=U&ved=2ahUKEwjj6YmBiIKEAxXLrJUCHdgaCrY4HhDF9AF6BAgGEAI&usg=AOvVaw0GhSdtliHYG8z4qas8yCbE,2020-01-29 12:57:38.360290,Google
1595,Jio and Lawsuits,JioCinema Investor Uday Shankar Hails India’s Next Video Revolution: ‘Now Is the Time to Create an Alternative to Television’,Variety,/url?q=https://variety.com/2023/tv/news/jiocinema-uday-shankar-india-apos-1235739870/&sa=U&ved=2ahUKEwjj6YmBiIKEAxXLrJUCHdgaCrY4HhDF9AF6BAgJEAI&usg=AOvVaw1ut5pDdWs8LcqYZ7wbzLqq,2024-01-29 12:53:38.360290,Google
1596,Jio and Lawsuits,Jio Financial set to launch suite of loan products in billionaire Ambani's finance push,Reuters,/url?q=https://www.reuters.com/business/finance/jio-financial-set-launch-suite-loan-products-billionaire-ambanis-finance-push-2023-10-17/&sa=U&ved=2ahUKEwjj6YmBiIKEAxXLrJUCHdgaCrY4HhDF9AF6BAgAEAI&usg=AOvVaw3OamDk4-MUYaEOYqgm1M6H,2024-01-29 08:57:38.360290,Google
1597,Jio and Lawsuits,"RIL deploys Rs 35,000 crore from Jio stake sales into debt funds",Business Standard,/url?q=https://www.business-standard.com/article/companies/ril-deploys-rs-35-000-crore-from-jio-stake-sales-into-debt-funds-120071701624_1.html&sa=U&ved=2ahUKEwjj6YmBiIKEAxXLrJUCHdgaCrY4HhDF9AF6BAgCEAI&usg=AOvVaw0cphtAycnmXYNvjTubMYCh,2024-01-25 12:57:38.360290,Google
